date,workshop,production_line,product_type,production_equipment,production_equipment_name,usage_duration,equipment_failure,fault_handler,fault_module,damaged_part,damage_reason
2023-02-13,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,21.208213474028177,0,,,,
2023-02-13,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,23.419286936593554,0,,,,
2023-02-13,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,21.270445841899022,0,,,,
2023-02-13,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,20.81364142453503,0,,,,
2023-02-13,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,22.03595944528456,0,,,,
2023-02-13,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,21.594081785851415,0,,,,
2023-02-13,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,22.985680054945302,0,,,,
2023-02-13,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,22.880574495324765,0,,,,
2023-02-13,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,23.031023829450923,0,,,,
2023-02-13,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,21.073202827464026,0,,,,
2023-02-13,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,20.707997746926594,0,,,,
2023-02-13,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,23.93337215149137,0,,,,
2023-02-13,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,20.05383417127126,0,,,,
2023-02-13,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,23.897480156941768,0,,,,
2023-02-13,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,22.090021130780194,0,,,,
2023-02-13,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,22.717002846739156,0,,,,
2023-02-13,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,21.7238030529049,0,,,,
2023-02-13,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,22.949812483536874,0,,,,
2023-02-13,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,23.932272536133443,1,李四,机械部件,包装设备,磨损
2023-02-13,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,21.294422036166747,0,,,,
2023-02-13,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,21.596659965216404,1,张三,电子部件,执行器,碰撞
2023-02-13,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,21.782296630332223,0,,,,
2023-02-13,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,22.581365184622186,0,,,,
2023-02-13,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,20.343249218560683,0,,,,
2023-02-14,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,22.462823579783826,0,,,,
2023-02-14,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,23.494342882528407,1,赵六,机械部件,轴承,温度过高
2023-02-14,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,21.92731859755191,0,,,,
2023-02-14,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,21.25871145001182,1,张三,机械部件,刀具,磨损
2023-02-14,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,22.143719498319943,1,王五,电子部件,线路板,振动过大
2023-02-14,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,21.471843523547513,0,,,,
2023-02-14,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,21.20486390489949,0,,,,
2023-02-14,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,23.210901576169654,0,,,,
2023-02-14,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,23.263158610402403,0,,,,
2023-02-14,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,22.476747842240947,0,,,,
2023-02-14,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,21.033116703041248,0,,,,
2023-02-14,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,22.43593263830675,0,,,,
2023-02-14,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,21.198127650117122,0,,,,
2023-02-14,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,23.73271764537903,0,,,,
2023-02-14,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,21.839040994976997,0,,,,
2023-02-14,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,21.539405956866744,0,,,,
2023-02-14,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,23.421731000609316,0,,,,
2023-02-14,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,22.017639264107963,0,,,,
2023-02-14,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,22.596477370197242,1,钱七,机械部件,焊枪,碰撞
2023-02-14,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,20.6444422734499,1,赵六,电子部件,线路板,电弧烧蚀
2023-02-14,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,20.180524612216903,0,,,,
2023-02-14,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,20.942489784949462,0,,,,
2023-02-14,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,22.08305425812508,0,,,,
2023-02-14,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,20.904977640061546,0,,,,
2023-02-14,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,21.83013195722474,0,,,,
2023-02-14,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,20.421196657440323,0,,,,
2023-02-14,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,20.70463393154961,0,,,,
2023-02-14,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,23.297936660273137,0,,,,
2023-02-14,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,21.993717467995,0,,,,
2023-02-14,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,23.212639745967284,0,,,,
2023-02-14,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,21.18675579438117,0,,,,
2023-02-14,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,23.631120268312692,1,张三,其他,过滤器,溶剂腐蚀
2023-02-14,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,21.97764243158601,0,,,,
2023-02-14,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,21.994146710665124,0,,,,
2023-02-14,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,21.107548114615746,0,,,,
2023-02-14,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,22.144712229037648,0,,,,
2023-02-14,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,21.8265879869388,0,,,,
2023-02-14,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,22.989850742406972,0,,,,
2023-02-14,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,20.35989396078227,0,,,,
2023-02-14,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,20.74184586860052,0,,,,
2023-02-14,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,23.43490510202313,0,,,,
2023-02-14,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,22.991673024501996,1,张三,机械部件,传送带,过载
2023-02-14,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,20.24687466305196,1,赵六,电子部件,执行器,磨损
2023-02-14,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,20.047063506835244,0,,,,
2023-02-14,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,20.656567008961957,0,,,,
2023-02-15,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,20.22734608817913,0,,,,
2023-02-15,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,23.679622516298092,1,赵六,机械部件,滑轨,切削液腐蚀
2023-02-15,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,20.865609647613514,0,,,,
2023-02-15,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,20.92790122575494,0,,,,
2023-02-15,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,22.158471237488158,0,,,,
2023-02-15,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,22.884806673064343,0,,,,
2023-02-15,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,23.559175064805217,0,,,,
2023-02-15,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,20.02788241649812,0,,,,
2023-02-15,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,22.613258861365786,0,,,,
2023-02-15,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,20.368689029972092,1,钱七,机械部件,定位销,误操作
2023-02-15,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,23.011738942927348,0,,,,
2023-02-15,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,23.514122879590076,1,王五,电子部件,执行器,零件缺陷
2023-02-15,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,20.847864417107214,0,,,,
2023-02-15,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,20.086005102720577,0,,,,
2023-02-15,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,20.801273944239277,0,,,,
2023-02-15,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,23.726844532523558,0,,,,
2023-02-15,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,20.510195518518724,0,,,,
2023-02-15,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,22.88636610006126,0,,,,
2023-02-15,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,23.677758169455863,0,,,,
2023-02-15,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,22.64613205773922,0,,,,
2023-02-15,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,20.318953700884926,0,,,,
2023-02-15,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,20.895217364768456,0,,,,
2023-02-15,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,22.394723305299074,0,,,,
2023-02-15,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,20.892947302939668,0,,,,
2023-02-15,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,23.42583839316918,1,王五,电子部件,执行器,环境因素
2023-02-15,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,23.85021014646818,0,,,,
2023-02-15,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,23.871048001325335,0,,,,
2023-02-15,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,20.66347744416597,0,,,,
2023-02-15,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,23.917077992417934,0,,,,
2023-02-15,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,21.91214915298535,0,,,,
2023-02-15,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,21.067977581569593,0,,,,
2023-02-15,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,22.12575691537922,0,,,,
2023-02-15,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,21.620146887844694,0,,,,
2023-02-15,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,23.03002627962286,0,,,,
2023-02-15,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,22.413410550942555,0,,,,
2023-02-15,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,23.166849159044073,1,李四,其他,管路,老化
2023-02-15,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,23.985284559694144,0,,,,
2023-02-15,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,23.816752528417442,0,,,,
2023-02-15,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,23.447478625447182,0,,,,
2023-02-15,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,20.45667577027113,1,钱七,机械部件,传送带,环境因素
2023-02-15,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,20.506503476390364,1,赵六,机械部件,传送带,老化
2023-02-15,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,21.760180693749028,0,,,,
2023-02-15,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,21.614233390950986,0,,,,
2023-02-15,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,21.31357492380999,0,,,,
2023-02-15,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,20.527161695331248,0,,,,
2023-02-16,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,20.2668471488354,1,王五,机械部件,轴承,温度过高
2023-02-16,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,22.102508570970684,0,,,,
2023-02-16,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,21.535222300909734,0,,,,
2023-02-16,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,22.322402762246032,0,,,,
2023-02-16,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,23.644927092478355,0,,,,
2023-02-16,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,21.139975126892203,0,,,,
2023-02-16,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,22.987691352865678,0,,,,
2023-02-16,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,20.369748729164193,1,钱七,机械部件,刀具,过载
2023-02-16,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,23.863673522508847,0,,,,
2023-02-16,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,23.1760354516495,0,,,,
2023-02-16,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,20.785506193380584,0,,,,
2023-02-16,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,20.126487661191238,0,,,,
2023-02-16,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,23.533919896707122,0,,,,
2023-02-16,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,20.41071123859875,1,王五,电子部件,线路板,供料不良
2023-02-16,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,22.231297056956357,0,,,,
2023-02-16,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,22.824612713196064,0,,,,
2023-02-16,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,21.19966766264121,0,,,,
2023-02-16,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,20.764510703628552,0,,,,
2023-02-16,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,20.346890394002337,0,,,,
2023-02-16,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,21.371505130083683,0,,,,
2023-02-16,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,20.301084582925725,0,,,,
2023-02-16,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,21.45742569522033,0,,,,
2023-02-16,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,20.32391574542894,0,,,,
2023-02-16,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,23.553767287183582,0,,,,
2023-02-16,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,22.235836919148745,1,张三,其他,电极,碰撞
2023-02-16,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,21.067665967943718,0,,,,
2023-02-16,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,20.938975996653717,0,,,,
2023-02-16,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,22.754438144393287,0,,,,
2023-02-16,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,20.58300745054222,0,,,,
2023-02-16,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,21.16795694789237,0,,,,
2023-02-16,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,20.961819234110234,0,,,,
2023-02-16,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,21.855120274546575,0,,,,
2023-02-16,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,21.61875603214433,0,,,,
2023-02-16,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,22.06070995082774,0,,,,
2023-02-16,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,22.247690281870405,0,,,,
2023-02-16,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,22.79867290009113,0,,,,
2023-02-16,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,20.295397452442067,0,,,,
2023-02-16,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,23.800781600775125,0,,,,
2023-02-16,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,21.61182081139789,0,,,,
2023-02-16,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,20.782023235548856,0,,,,
2023-02-16,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,20.209474702839344,0,,,,
2023-02-16,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,23.32236754417859,0,,,,
2023-02-16,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,21.38235345740529,0,,,,
2023-02-16,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,20.73411564459109,0,,,,
2023-02-16,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,22.915660581552057,0,,,,
2023-02-17,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,20.713502063925112,0,,,,
2023-02-17,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,23.48583309043834,1,钱七,电子部件,电机,过载
2023-02-17,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,23.708074455276822,0,,,,
2023-02-17,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,20.332750304401205,0,,,,
2023-02-17,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,21.454841276533717,0,,,,
2023-02-17,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,23.530754007832144,0,,,,
2023-02-17,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,23.757177314325112,0,,,,
2023-02-17,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,21.89663156926307,1,张三,传感器,传感器,温度过高
2023-02-17,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,20.541517587593045,0,,,,
2023-02-17,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,21.642972825584504,0,,,,
2023-02-17,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,20.943190320634518,0,,,,
2023-02-17,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,20.467071294296037,1,钱七,传感器,传感器,磨损
2023-02-17,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,22.6918908985608,0,,,,
2023-02-17,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,22.079820792388777,0,,,,
2023-02-17,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,21.821420343561197,1,赵六,电子部件,执行器,供料不良
2023-02-17,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,22.643413998086434,0,,,,
2023-02-17,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,22.224335492039913,0,,,,
2023-02-17,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,20.540728344242066,1,王五,电子部件,执行器,误操作
2023-02-17,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,20.707984343881005,0,,,,
2023-02-17,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,20.88395556269609,0,,,,
2023-02-17,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,22.362567023310273,0,,,,
2023-02-17,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,21.544553008137065,0,,,,
2023-02-17,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,22.04678728335503,0,,,,
2023-02-17,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,23.681334801015865,1,张三,电子部件,线路板,过载
2023-02-17,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,20.29139824895463,0,,,,
2023-02-17,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,23.120620218653144,1,赵六,电子部件,执行器,碰撞
2023-02-17,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,20.896830626198327,0,,,,
2023-02-17,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,20.907995722324625,1,赵六,机械部件,泵,溶剂腐蚀
2023-02-17,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,21.01237526197704,0,,,,
2023-02-17,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,23.576697392543068,0,,,,
2023-02-17,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,23.607863047495037,0,,,,
2023-02-17,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,21.550661727779946,0,,,,
2023-02-17,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,23.545664080382906,1,钱七,机械部件,喷涂枪,老化
2023-02-17,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,21.71435708196518,0,,,,
2023-02-17,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,21.060213360734437,0,,,,
2023-02-17,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,20.517641551968147,0,,,,
2023-02-17,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,20.09870218630435,0,,,,
2023-02-17,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,22.815509199083426,1,李四,机械部件,机械手,磨损
2023-02-17,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,21.34647322007333,0,,,,
2023-02-17,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,20.604755405300633,0,,,,
2023-02-17,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,23.942227319856578,0,,,,
2023-02-17,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,20.05558907344579,0,,,,
2023-02-17,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,23.862596336222225,0,,,,
2023-02-17,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,22.52536491606948,1,钱七,机械部件,紧固件,碰撞
2023-02-17,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,23.49334508516762,0,,,,
2023-02-18,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,20.95115262018999,0,,,,
2023-02-18,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,20.42331274675055,0,,,,
2023-02-18,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,20.83133983830794,0,,,,
2023-02-18,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,22.04774889597402,0,,,,
2023-02-18,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,21.604596043922253,0,,,,
2023-02-18,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,21.82508272242211,0,,,,
2023-02-18,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,23.71708955205428,0,,,,
2023-02-18,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,23.160188716348607,0,,,,
2023-02-18,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,22.18625961348519,0,,,,
2023-02-18,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,22.515148529909574,0,,,,
2023-02-18,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,20.149888091713684,0,,,,
2023-02-18,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,21.57526067877763,0,,,,
2023-02-18,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,23.435027557904483,0,,,,
2023-02-18,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,22.29049172533609,0,,,,
2023-02-18,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,22.78830366503193,0,,,,
2023-02-18,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,20.868089911255367,0,,,,
2023-02-18,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,20.316615605894118,0,,,,
2023-02-18,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,20.68837999639495,0,,,,
2023-02-18,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,22.059286292809144,0,,,,
2023-02-18,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,23.720127756569237,0,,,,
2023-02-18,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,22.074247707840843,0,,,,
2023-02-18,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,23.57361350910049,0,,,,
2023-02-18,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,21.587834777805334,0,,,,
2023-02-18,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,21.565416119920776,0,,,,
2023-02-18,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,20.407489680534525,0,,,,
2023-02-18,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,23.64951236174019,0,,,,
2023-02-18,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,23.15940991419578,0,,,,
2023-02-18,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,21.78726224117725,0,,,,
2023-02-18,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,21.391733736952656,0,,,,
2023-02-18,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,22.58329603954941,0,,,,
2023-02-18,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,23.415751854348024,0,,,,
2023-02-18,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,22.759959483207766,0,,,,
2023-02-18,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,20.04869990557891,0,,,,
2023-02-18,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,23.94135665816615,0,,,,
2023-02-18,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,20.42867169195258,1,李四,机械部件,喷涂枪,温度过高
2023-02-18,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,20.13919215775014,1,张三,机械部件,泵,环境因素
2023-02-18,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,23.61885500113036,0,,,,
