date,workshop,production_line,product_type,production_equipment,production_equipment_name,production_quantity,good_quantity
2023-06-28,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,723,633
2023-06-28,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,553,485
2023-06-28,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,607,548
2023-06-28,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,680,573
2023-06-28,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,417,268
2023-06-28,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,710,652
2023-06-28,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,446,429
2023-06-28,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,601,486
2023-06-28,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,791,648
2023-06-28,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,541,461
2023-06-29,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,773,635
2023-06-29,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,453,334
2023-06-29,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,575,453
2023-06-29,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,727,668
2023-06-29,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,650,599
2023-06-29,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,523,416
2023-06-29,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,732,719
2023-06-29,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,664,540
2023-06-29,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,701,619
2023-06-29,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,403,257
2023-06-29,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,776,715
2023-06-29,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,754,696
2023-06-29,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,483,453
2023-06-29,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,779,682
2023-06-29,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,618,569
2023-06-29,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,625,619
2023-06-29,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,763,754
2023-06-29,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,649,508
2023-06-29,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,513,447
2023-06-29,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,462,382
2023-06-29,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,766,721
2023-06-29,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,685,559
2023-06-29,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,496,430
2023-06-29,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,729,670
2023-06-29,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,455,327
2023-06-29,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,737,718
2023-06-29,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,664,579
2023-06-29,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,544,394
2023-06-29,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,603,546
2023-06-29,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,572,529
2023-06-29,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,610,572
2023-06-29,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,444,315
2023-06-29,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,736,726
2023-06-29,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,450,364
2023-06-29,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,532,515
2023-06-29,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,733,674
2023-06-29,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,523,410
2023-06-29,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,643,553
2023-06-29,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,419,289
2023-06-29,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,436,289
2023-06-29,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,783,670
2023-06-29,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,646,592
2023-06-29,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,417,283
2023-06-29,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,608,483
2023-06-29,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,648,508
2023-06-30,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,700,686
2023-06-30,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,416,319
2023-06-30,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,483,345
2023-06-30,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,492,418
2023-06-30,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,466,354
2023-06-30,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,446,416
2023-06-30,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,439,332
2023-06-30,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,666,655
2023-06-30,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,686,568
2023-06-30,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,643,609
2023-06-30,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,569,457
2023-06-30,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,417,390
2023-06-30,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,612,504
2023-06-30,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,444,404
2023-06-30,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,760,657
2023-06-30,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,668,576
2023-06-30,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,742,724
2023-06-30,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,712,643
2023-06-30,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,447,424
2023-06-30,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,562,531
2023-06-30,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,545,538
2023-06-30,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,571,546
2023-06-30,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,703,593
2023-06-30,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,643,501
2023-06-30,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,493,428
2023-06-30,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,648,646
2023-06-30,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,595,528
2023-06-30,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,708,701
2023-06-30,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,420,271
2023-06-30,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,719,639
2023-06-30,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,728,602
2023-06-30,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,460,368
2023-06-30,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,604,469
2023-06-30,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,728,578
2023-06-30,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,505,448
2023-06-30,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,789,692
2023-06-30,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,477,363
2023-06-30,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,608,489
2023-06-30,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,780,765
2023-06-30,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,621,524
2023-06-30,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,614,507
2023-06-30,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,555,457
2023-06-30,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,733,652
2023-06-30,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,771,660
2023-06-30,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,587,551
2023-07-01,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,416,333
2023-07-01,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,789,715
2023-07-01,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,793,745
2023-07-01,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,422,405
2023-07-01,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,726,717
2023-07-01,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,532,518
2023-07-01,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,530,517
2023-07-01,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,750,713
2023-07-01,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,692,554
2023-07-01,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,511,441
2023-07-01,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,556,538
2023-07-01,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,510,506
2023-07-01,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,779,727
2023-07-01,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,755,615
2023-07-01,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,419,333
2023-07-01,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,689,613
2023-07-01,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,452,398
2023-07-01,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,428,409
2023-07-01,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,480,431
2023-07-01,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,681,593
2023-07-01,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,641,601
2023-07-01,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,520,458
2023-07-01,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,524,380
2023-07-01,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,772,704
2023-07-01,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,781,761
2023-07-01,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,651,633
2023-07-01,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,715,680
2023-07-01,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,658,523
2023-07-01,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,410,288
2023-07-01,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,777,703
2023-07-01,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,578,525
2023-07-01,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,724,635
2023-07-01,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,650,558
2023-07-01,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,699,616
2023-07-01,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,540,526
2023-07-01,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,431,327
2023-07-01,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,418,404
2023-07-01,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,624,606
2023-07-01,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,487,461
2023-07-01,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,544,490
2023-07-01,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,636,521
2023-07-01,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,457,350
2023-07-01,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,629,518
2023-07-01,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,574,549
2023-07-01,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,664,583
2023-07-02,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,595,462
2023-07-02,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,486,370
2023-07-02,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,613,481
2023-07-02,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,711,627
2023-07-02,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,590,489
2023-07-02,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,571,462
2023-07-02,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,507,457
2023-07-02,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,725,666
2023-07-02,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,577,454
2023-07-02,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,730,610
2023-07-02,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,705,584
2023-07-02,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,707,623
2023-07-02,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,616,563
2023-07-02,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,675,658
2023-07-02,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,641,552
2023-07-02,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,600,534
2023-07-02,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,792,669
2023-07-02,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,446,438
2023-07-02,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,486,427
2023-07-02,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,420,282
2023-07-02,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,612,606
2023-07-02,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,469,342
2023-07-02,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,689,552
2023-07-02,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,427,308
2023-07-02,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,681,653
2023-07-02,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,424,316
2023-07-02,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,616,616
2023-07-02,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,585,543
2023-07-02,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,498,357
2023-07-02,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,447,335
2023-07-02,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,679,631
2023-07-02,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,611,484
2023-07-02,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,560,422
2023-07-02,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,674,558
2023-07-02,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,776,766
2023-07-02,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,624,505
2023-07-02,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,600,551
2023-07-02,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,591,590
2023-07-02,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,679,564
2023-07-02,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,473,449
2023-07-02,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,493,432
2023-07-02,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,559,440
2023-07-02,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,637,609
2023-07-02,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,436,422
2023-07-02,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,773,741
2023-07-03,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,458,399
2023-07-03,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,741,648
2023-07-03,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,665,614
2023-07-03,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,574,526
2023-07-03,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,439,381
2023-07-03,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,487,439
2023-07-03,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,752,690
2023-07-03,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,552,454
2023-07-03,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,407,391
2023-07-03,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,736,599
2023-07-03,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,697,557
2023-07-03,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,449,397
2023-07-03,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,597,574
2023-07-03,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,767,707
2023-07-03,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,648,536
2023-07-03,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,607,542
2023-07-03,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,750,679
2023-07-03,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,640,597
2023-07-03,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,527,436
2023-07-03,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,707,636
2023-07-03,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,696,569
2023-07-03,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,751,648
2023-07-03,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,529,489
2023-07-03,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,746,605
2023-07-03,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,676,540
2023-07-03,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,522,515
2023-07-03,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,434,401
2023-07-03,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,426,410
2023-07-03,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,435,395
2023-07-03,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,770,719
2023-07-03,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,793,650
2023-07-03,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,580,572
2023-07-03,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,506,475
2023-07-03,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,557,548
2023-07-03,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,649,526
2023-07-03,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,401,354
2023-07-03,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,599,509
2023-07-03,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,600,572
2023-07-03,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,706,634
2023-07-03,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,683,547
2023-07-03,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,644,558
2023-07-03,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,629,605
2023-07-03,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,761,730
2023-07-03,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,676,664
2023-07-03,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,552,511
2023-07-04,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,539,418
2023-07-04,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,646,509
2023-07-04,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,777,696
2023-07-04,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,479,441
2023-07-04,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,626,495
2023-07-04,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,621,565
2023-07-04,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,796,673
2023-07-04,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,634,594
2023-07-04,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,682,649
2023-07-04,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,773,671
2023-07-04,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,784,654
2023-07-04,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,534,420
2023-07-04,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,720,664
2023-07-04,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,709,649
2023-07-04,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,663,537
2023-07-04,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,719,584
2023-07-04,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,643,607
2023-07-04,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,741,689
2023-07-04,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,728,703
2023-07-04,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,659,526
2023-07-04,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,512,440
2023-07-04,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,632,582
2023-07-04,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,721,611
2023-07-04,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,547,462
2023-07-04,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,460,311
2023-07-04,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,534,438
2023-07-04,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,772,631
2023-07-04,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,515,408
2023-07-04,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,439,305
2023-07-04,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,613,516
2023-07-04,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,407,289
2023-07-04,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,479,400
2023-07-04,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,700,664
2023-07-04,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,685,656
2023-07-04,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,772,728
2023-07-04,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,669,638
2023-07-04,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,599,585
2023-07-04,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,473,469
2023-07-04,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,527,378
2023-07-04,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,653,557
2023-07-04,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,499,349
2023-07-04,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,480,412
2023-07-04,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,433,290
2023-07-04,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,437,341
2023-07-04,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,678,672
2023-07-05,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,780,698
2023-07-05,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,550,440
2023-07-05,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,576,523
2023-07-05,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,515,489
2023-07-05,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,661,608
2023-07-05,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,615,580
2023-07-05,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,629,535
2023-07-05,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,787,707
2023-07-05,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,724,707
2023-07-05,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,649,644
2023-07-05,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,724,594
2023-07-05,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,571,455
2023-07-05,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,628,554
2023-07-05,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,700,672
2023-07-05,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,649,626
2023-07-05,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,699,674
2023-07-05,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,449,396
2023-07-05,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,442,377
2023-07-05,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,524,500
2023-07-05,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,566,438
2023-07-05,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,581,489
2023-07-05,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,474,380
2023-07-05,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,592,499
2023-07-05,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,512,442
2023-07-05,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,715,705
