data_id,market_type,power_type,transaction_type,transaction_method,transaction_area,data_time,time_order,price_value,elec_value,data_source,create_time,update_time
1381,非全量入市,常规电量,中长期,双边协商(年度+月度),省内交易,2024-02-27,13,585.97,519.09,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1382,非全量入市,绿电电量,中长期,滚动撮合,省间交易,2024-02-27,14,527.35,991.96,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1383,全量入市,常规电量,中长期,月内集中竞价,省内交易,2024-02-27,15,331.87,515.41,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1384,全量入市,常规电量,电网代理购电,月内集中竞价,省间交易,2024-02-27,16,387.7,555.72,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1385,非全量入市,绿电电量,中长期,挂牌交易,省内交易,2024-02-27,17,208.76,903.78,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1386,非全量入市,常规电量,中长期,挂牌交易,省内交易,2024-02-27,18,702.42,852.51,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1387,非全量入市,绿电电量,电网代理购电,月内集中竞价,省间交易,2024-02-27,19,768.56,150.06,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1388,非全量入市,常规电量,电网代理购电,挂牌交易,省内交易,2024-02-27,20,750.41,461.96,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1389,非全量入市,绿电电量,中长期,滚动撮合,省间交易,2024-02-27,21,775.73,932.37,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1390,非全量入市,绿电电量,电网代理购电,月内集中竞价,省间交易,2024-02-27,22,232.57,236.6,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1391,非全量入市,常规电量,中长期,挂牌交易,省内交易,2024-02-27,23,341.89,539.85,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1392,非全量入市,绿电电量,中长期,双边协商(年度+月度),省内交易,2024-02-27,24,781.66,508.74,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1393,非全量入市,绿电电量,中长期,滚动撮合,省间交易,2024-02-28,1,235.72,134.63,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1394,非全量入市,绿电电量,中长期,双边协商(年度+月度),省间交易,2024-02-28,2,745.54,212.95,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1395,全量入市,绿电电量,中长期,滚动撮合,省内交易,2024-02-28,3,376.81,942.26,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1396,非全量入市,绿电电量,中长期,挂牌交易,省间交易,2024-02-28,4,551.55,684.2,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1397,非全量入市,常规电量,电网代理购电,挂牌交易,省间交易,2024-02-28,5,763.69,770.89,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1398,非全量入市,常规电量,电网代理购电,双边协商(年度+月度),省间交易,2024-02-28,6,461.49,716.22,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1399,非全量入市,常规电量,中长期,挂牌交易,省间交易,2024-02-28,7,433.3,530.72,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1400,非全量入市,常规电量,中长期,滚动撮合,省内交易,2024-02-28,8,447.13,668.42,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1401,非全量入市,常规电量,电网代理购电,挂牌交易,省内交易,2024-02-28,9,256.52,652.8,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1402,全量入市,常规电量,中长期,挂牌交易,省间交易,2024-02-28,10,491.8,702.39,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1403,非全量入市,绿电电量,中长期,挂牌交易,省间交易,2024-02-28,11,541.4,862.98,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1404,非全量入市,绿电电量,中长期,双边协商(年度+月度),省间交易,2024-02-28,12,466.24,559.18,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1405,非全量入市,绿电电量,中长期,双边协商(年度+月度),省内交易,2024-02-28,13,487.55,118.05,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1406,全量入市,常规电量,中长期,双边协商(年度+月度),省间交易,2024-02-28,14,742.45,467.67,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1407,非全量入市,绿电电量,中长期,挂牌交易,省内交易,2024-02-28,15,350.62,682.16,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1408,全量入市,常规电量,电网代理购电,双边协商(年度+月度),省间交易,2024-02-28,16,504.58,860.49,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1409,非全量入市,常规电量,中长期,月内集中竞价,省内交易,2024-02-28,17,312.92,889.74,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1410,非全量入市,常规电量,电网代理购电,挂牌交易,省间交易,2024-02-28,18,281.69,707.07,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1411,非全量入市,常规电量,电网代理购电,滚动撮合,省内交易,2024-02-28,19,489.07,162.13,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1412,非全量入市,常规电量,电网代理购电,滚动撮合,省内交易,2024-02-28,20,311.22,247.28,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1413,非全量入市,常规电量,电网代理购电,双边协商(年度+月度),省内交易,2024-02-28,21,401.59,756.08,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1414,全量入市,绿电电量,电网代理购电,挂牌交易,省内交易,2024-02-28,22,463.64,445.24,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1415,非全量入市,绿电电量,电网代理购电,月内集中竞价,省内交易,2024-02-28,23,364.6,973.53,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1416,全量入市,绿电电量,中长期,集中竞价(年度+月度),省间交易,2024-02-28,24,305.46,507.97,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1417,非全量入市,绿电电量,中长期,集中竞价(年度+月度),省间交易,2024-02-29,1,410.39,156.75,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1418,非全量入市,绿电电量,中长期,滚动撮合,省间交易,2024-02-29,2,608.31,300.53,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1419,非全量入市,绿电电量,电网代理购电,月内集中竞价,省间交易,2024-02-29,3,633.04,792.07,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1420,全量入市,绿电电量,中长期,月内集中竞价,省内交易,2024-02-29,4,362.46,205.09,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1421,全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-02-29,5,395.79,137.9,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1422,非全量入市,绿电电量,中长期,双边协商(年度+月度),省内交易,2024-02-29,6,639.02,866.11,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1423,全量入市,绿电电量,中长期,滚动撮合,省内交易,2024-02-29,7,778.93,681.87,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1424,非全量入市,常规电量,中长期,双边协商(年度+月度),省间交易,2024-02-29,8,460.8,456.57,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1425,非全量入市,常规电量,电网代理购电,滚动撮合,省间交易,2024-02-29,9,446.49,668.95,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1426,全量入市,绿电电量,电网代理购电,滚动撮合,省内交易,2024-02-29,10,671.68,768.95,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1427,全量入市,常规电量,电网代理购电,挂牌交易,省间交易,2024-02-29,11,776.33,900.59,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1428,非全量入市,常规电量,中长期,挂牌交易,省间交易,2024-02-29,12,532.36,918.24,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1429,全量入市,绿电电量,中长期,挂牌交易,省间交易,2024-02-29,13,664.06,483.29,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1430,全量入市,绿电电量,中长期,集中竞价(年度+月度),省内交易,2024-02-29,14,684.11,673.67,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1431,非全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-02-29,15,381.44,221.18,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1432,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省内交易,2024-02-29,16,665.43,294.84,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1433,全量入市,绿电电量,电网代理购电,挂牌交易,省间交易,2024-02-29,17,244.32,971.74,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1434,非全量入市,常规电量,中长期,滚动撮合,省间交易,2024-02-29,18,272.56,878.61,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1435,非全量入市,绿电电量,中长期,集中竞价(年度+月度),省内交易,2024-02-29,19,364.2,689.68,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1436,非全量入市,常规电量,中长期,集中竞价(年度+月度),省间交易,2024-02-29,20,572.32,882.39,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1437,非全量入市,常规电量,电网代理购电,挂牌交易,省内交易,2024-02-29,21,203.45,587.08,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1438,全量入市,常规电量,中长期,双边协商(年度+月度),省内交易,2024-02-29,22,746.83,202.48,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1439,非全量入市,常规电量,中长期,月内集中竞价,省间交易,2024-02-29,23,525.22,751.4,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1440,非全量入市,绿电电量,中长期,滚动撮合,省内交易,2024-02-29,24,518.27,672.94,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1441,非全量入市,绿电电量,中长期,挂牌交易,省内交易,2024-03-01,1,601.52,790.71,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1442,非全量入市,绿电电量,电网代理购电,月内集中竞价,省间交易,2024-03-01,2,466.76,839.69,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1443,非全量入市,常规电量,中长期,滚动撮合,省间交易,2024-03-01,3,763.89,316.49,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1444,全量入市,常规电量,电网代理购电,月内集中竞价,省内交易,2024-03-01,4,409.78,116.17,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1445,全量入市,常规电量,中长期,滚动撮合,省间交易,2024-03-01,5,610.16,215.79,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1446,非全量入市,常规电量,中长期,集中竞价(年度+月度),省间交易,2024-03-01,6,685.37,888.56,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1447,非全量入市,常规电量,中长期,挂牌交易,省间交易,2024-03-01,7,567.41,239.8,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1448,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省内交易,2024-03-01,8,237.86,159.62,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1449,非全量入市,绿电电量,电网代理购电,滚动撮合,省间交易,2024-03-01,9,516.86,832.9,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1450,非全量入市,绿电电量,中长期,双边协商(年度+月度),省间交易,2024-03-01,10,489.12,614.88,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1451,非全量入市,常规电量,中长期,月内集中竞价,省内交易,2024-03-01,11,424.69,291.21,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1452,非全量入市,常规电量,中长期,集中竞价(年度+月度),省内交易,2024-03-01,12,624.2,658.5,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1453,非全量入市,绿电电量,电网代理购电,挂牌交易,省间交易,2024-03-01,13,673.5,504.74,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1454,非全量入市,常规电量,中长期,月内集中竞价,省内交易,2024-03-01,14,406.55,803.93,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1455,全量入市,绿电电量,中长期,月内集中竞价,省内交易,2024-03-01,15,457.05,835.37,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1456,非全量入市,绿电电量,中长期,双边协商(年度+月度),省内交易,2024-03-01,16,595.79,337.5,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1457,非全量入市,绿电电量,中长期,滚动撮合,省间交易,2024-03-01,17,715.47,256.43,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1458,全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-03-01,18,593.06,736.07,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1459,非全量入市,常规电量,中长期,挂牌交易,省内交易,2024-03-01,19,751.14,293.03,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1460,全量入市,常规电量,中长期,双边协商(年度+月度),省内交易,2024-03-01,20,700.55,600.01,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1461,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省间交易,2024-03-01,21,429.09,387.43,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1462,非全量入市,常规电量,电网代理购电,挂牌交易,省间交易,2024-03-01,22,307.76,105.49,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1463,全量入市,常规电量,电网代理购电,月内集中竞价,省内交易,2024-03-01,23,733.46,704.59,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1464,非全量入市,常规电量,中长期,月内集中竞价,省内交易,2024-03-01,24,693.71,504.39,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1465,非全量入市,常规电量,电网代理购电,挂牌交易,省间交易,2024-03-02,1,563.07,270.58,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1466,非全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省内交易,2024-03-02,2,491.53,906.76,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1467,全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省内交易,2024-03-02,3,727.69,787.22,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1468,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省内交易,2024-03-02,4,482.79,353.21,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1469,非全量入市,常规电量,中长期,滚动撮合,省内交易,2024-03-02,5,755.72,368.22,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1470,非全量入市,常规电量,电网代理购电,双边协商(年度+月度),省间交易,2024-03-02,6,495.98,276.78,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1471,非全量入市,常规电量,电网代理购电,月内集中竞价,省内交易,2024-03-02,7,437.82,140.49,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1472,全量入市,常规电量,中长期,挂牌交易,省内交易,2024-03-02,8,408.0,759.56,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1473,非全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-03-02,9,729.62,552.69,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1474,全量入市,常规电量,电网代理购电,月内集中竞价,省间交易,2024-03-02,10,789.43,598.4,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1475,非全量入市,常规电量,中长期,挂牌交易,省内交易,2024-03-02,11,291.87,386.41,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1476,非全量入市,绿电电量,电网代理购电,月内集中竞价,省内交易,2024-03-02,12,472.63,409.37,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1477,非全量入市,绿电电量,电网代理购电,挂牌交易,省内交易,2024-03-02,13,457.2,775.96,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1478,全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省内交易,2024-03-02,14,459.98,894.18,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1479,非全量入市,常规电量,电网代理购电,双边协商(年度+月度),省间交易,2024-03-02,15,790.54,232.17,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1480,非全量入市,绿电电量,电网代理购电,挂牌交易,省内交易,2024-03-02,16,394.83,294.98,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1481,非全量入市,绿电电量,中长期,挂牌交易,省间交易,2024-03-02,17,487.0,734.36,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1482,非全量入市,常规电量,中长期,挂牌交易,省间交易,2024-03-02,18,423.58,919.3,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1483,非全量入市,常规电量,电网代理购电,双边协商(年度+月度),省间交易,2024-03-02,19,553.0,383.0,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1484,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省内交易,2024-03-02,20,320.09,457.62,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1485,非全量入市,常规电量,电网代理购电,双边协商(年度+月度),省间交易,2024-03-02,21,248.61,508.81,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1486,非全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-03-02,22,301.91,172.99,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1487,非全量入市,常规电量,电网代理购电,双边协商(年度+月度),省内交易,2024-03-02,23,520.75,346.91,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1488,非全量入市,常规电量,电网代理购电,滚动撮合,省内交易,2024-03-02,24,382.66,932.32,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1489,非全量入市,绿电电量,电网代理购电,滚动撮合,省间交易,2024-03-03,1,524.54,954.04,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1490,非全量入市,绿电电量,中长期,月内集中竞价,省内交易,2024-03-03,2,706.52,848.53,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1491,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省间交易,2024-03-03,3,336.48,387.96,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1492,非全量入市,绿电电量,电网代理购电,滚动撮合,省间交易,2024-03-03,4,491.16,490.16,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1493,非全量入市,绿电电量,中长期,集中竞价(年度+月度),省间交易,2024-03-03,5,543.98,407.28,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1494,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省间交易,2024-03-03,6,705.11,588.94,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1495,全量入市,常规电量,中长期,月内集中竞价,省间交易,2024-03-03,7,277.21,407.28,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1496,全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省内交易,2024-03-03,8,305.39,365.59,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1497,非全量入市,常规电量,电网代理购电,月内集中竞价,省内交易,2024-03-03,9,761.39,346.74,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1498,全量入市,绿电电量,中长期,月内集中竞价,省内交易,2024-03-03,10,409.99,301.47,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1499,非全量入市,常规电量,中长期,挂牌交易,省内交易,2024-03-03,11,748.92,157.01,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1500,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省内交易,2024-03-03,12,624.43,453.37,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1501,非全量入市,绿电电量,中长期,滚动撮合,省间交易,2024-03-03,13,309.95,789.14,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1502,非全量入市,常规电量,电网代理购电,双边协商(年度+月度),省间交易,2024-03-03,14,341.02,676.69,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1503,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省内交易,2024-03-03,15,694.12,157.51,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1504,非全量入市,绿电电量,中长期,滚动撮合,省内交易,2024-03-03,16,295.0,666.92,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1505,非全量入市,绿电电量,中长期,月内集中竞价,省间交易,2024-03-03,17,358.58,632.59,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1506,非全量入市,绿电电量,电网代理购电,挂牌交易,省内交易,2024-03-03,18,249.9,303.47,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1507,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省内交易,2024-03-03,19,323.6,466.91,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1508,非全量入市,绿电电量,电网代理购电,月内集中竞价,省内交易,2024-03-03,20,393.07,784.75,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1509,全量入市,常规电量,中长期,集中竞价(年度+月度),省内交易,2024-03-03,21,581.78,301.68,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1510,非全量入市,绿电电量,电网代理购电,月内集中竞价,省间交易,2024-03-03,22,775.4,921.79,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1511,全量入市,常规电量,中长期,双边协商(年度+月度),省间交易,2024-03-03,23,280.92,682.59,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1512,全量入市,绿电电量,电网代理购电,挂牌交易,省间交易,2024-03-03,24,543.06,148.96,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1513,非全量入市,常规电量,中长期,集中竞价(年度+月度),省内交易,2024-03-04,1,363.46,412.26,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1514,全量入市,绿电电量,中长期,挂牌交易,省间交易,2024-03-04,2,771.29,775.57,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1515,非全量入市,常规电量,电网代理购电,滚动撮合,省间交易,2024-03-04,3,663.62,602.26,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1516,全量入市,绿电电量,中长期,挂牌交易,省内交易,2024-03-04,4,749.24,257.26,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1517,全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省内交易,2024-03-04,5,361.3,884.08,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1518,非全量入市,常规电量,电网代理购电,双边协商(年度+月度),省内交易,2024-03-04,6,250.95,496.04,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1519,非全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省内交易,2024-03-04,7,414.99,642.27,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1520,全量入市,常规电量,电网代理购电,滚动撮合,省内交易,2024-03-04,8,457.43,981.33,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1521,非全量入市,绿电电量,电网代理购电,月内集中竞价,省内交易,2024-03-04,9,654.1,553.18,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1522,非全量入市,常规电量,中长期,滚动撮合,省间交易,2024-03-04,10,264.19,230.95,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1523,非全量入市,常规电量,电网代理购电,双边协商(年度+月度),省间交易,2024-03-04,11,294.75,207.14,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1524,非全量入市,常规电量,中长期,双边协商(年度+月度),省内交易,2024-03-04,12,618.48,977.3,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1525,非全量入市,常规电量,中长期,集中竞价(年度+月度),省内交易,2024-03-04,13,353.17,823.33,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1526,非全量入市,绿电电量,电网代理购电,挂牌交易,省间交易,2024-03-04,14,419.34,255.45,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1527,非全量入市,绿电电量,电网代理购电,挂牌交易,省间交易,2024-03-04,15,460.35,254.43,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1528,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省内交易,2024-03-04,16,382.35,420.7,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1529,全量入市,绿电电量,中长期,挂牌交易,省内交易,2024-03-04,17,418.5,323.67,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1530,非全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省内交易,2024-03-04,18,677.49,338.1,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1531,全量入市,绿电电量,电网代理购电,挂牌交易,省内交易,2024-03-04,19,258.7,481.14,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1532,非全量入市,常规电量,中长期,双边协商(年度+月度),省内交易,2024-03-04,20,707.67,169.79,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1533,非全量入市,绿电电量,中长期,月内集中竞价,省间交易,2024-03-04,21,400.97,647.63,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1534,非全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省内交易,2024-03-04,22,252.6,141.25,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1535,全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-03-04,23,560.1,692.48,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1536,非全量入市,常规电量,中长期,双边协商(年度+月度),省间交易,2024-03-04,24,644.93,948.5,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1537,非全量入市,绿电电量,中长期,双边协商(年度+月度),省内交易,2024-03-05,1,247.14,933.81,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1538,非全量入市,绿电电量,中长期,月内集中竞价,省内交易,2024-03-05,2,461.56,432.11,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1539,全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-03-05,3,356.92,210.22,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1540,非全量入市,绿电电量,中长期,挂牌交易,省间交易,2024-03-05,4,315.82,720.47,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1541,非全量入市,常规电量,电网代理购电,滚动撮合,省间交易,2024-03-05,5,439.25,760.03,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1542,非全量入市,绿电电量,中长期,挂牌交易,省内交易,2024-03-05,6,607.47,579.51,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1543,非全量入市,绿电电量,中长期,双边协商(年度+月度),省间交易,2024-03-05,7,691.36,370.52,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1544,全量入市,绿电电量,中长期,挂牌交易,省内交易,2024-03-05,8,765.47,287.83,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1545,非全量入市,常规电量,中长期,挂牌交易,省内交易,2024-03-05,9,367.4,855.81,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1546,非全量入市,绿电电量,电网代理购电,挂牌交易,省内交易,2024-03-05,10,677.37,900.64,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
1547,全量入市,常规电量,中长期,滚动撮合,省间交易,2024-03-05,11,532.68,604.88,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1548,非全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-03-05,12,682.29,219.48,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1549,非全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省内交易,2024-03-05,13,541.26,536.54,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
1550,全量入市,绿电电量,电网代理购电,月内集中竞价,省内交易,2024-03-05,14,765.56,352.74,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
